"last_name, first_name",player_id,year,home_run,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Anderson, Brian",605119,2020,11,0.227,0.426,0.324,0.321,0.199,0.406,0.336,87.4,9.6,34.8,9.6,6.7,39.3
"Bell, Josh",605137,2020,8,0.228,0.381,0.297,0.308,0.153,0.365,0.32,91.7,5.9,24.3,8.6,3.6,42.9
"Betts, Mookie",605141,2020,16,0.283,0.485,0.362,0.359,0.202,0.392,0.342,90.7,18.5,40.1,7.7,11,43.4
"Davis, J.D.",605204,2020,6,0.252,0.424,0.355,0.376,0.172,0.407,0.357,90.1,3.3,29.6,8.9,4.4,45.2
"Arcia, Orlando",606115,2020,5,0.281,0.428,0.338,0.339,0.147,0.376,0.346,89,9.6,37.3,5.6,6.3,38.7
"Tapia, Raimel",606132,2020,1,0.252,0.333,0.292,0.312,0.081,0.322,0.318,85.3,1.8,28.7,2,2.7,30
"Hernandez, Teoscar",606192,2020,16,0.296,0.614,0.401,0.346,0.318,0.564,0.44,93.3,15.3,40.6,18,4.7,53.1
"Marte, Ketel",606466,2020,2,0.265,0.381,0.306,0.309,0.116,0.319,0.303,89.2,10,28.8,3.7,6.1,40.5
"Nimmo, Brandon",607043,2020,8,0.257,0.43,0.364,0.387,0.173,0.381,0.335,87.2,7.6,30.8,7.7,4.2,32.9
"Turner, Trea",607208,2020,12,0.303,0.515,0.383,0.369,0.212,0.415,0.36,90.5,9.5,34.2,9.5,6,40.7
"Pillar, Kevin",607680,2020,6,0.272,0.435,0.328,0.322,0.163,0.379,0.34,87.1,13.4,34.7,5.4,5.4,36.5
"Ramirez, Jose",608070,2020,17,0.264,0.507,0.373,0.362,0.243,0.401,0.327,88.7,23.2,36.7,10.2,6.2,35.6
"Gallo, Joey",608336,2020,10,0.192,0.418,0.317,0.31,0.226,0.432,0.326,91.2,26.8,28.9,14,4.4,43.9
"Seager, Corey",608369,2020,15,0.331,0.656,0.434,0.381,0.325,0.498,0.398,93.2,11.9,38.4,15.8,13,55.9
"Mondesi, Adalberto",609275,2020,6,0.215,0.355,0.267,0.255,0.14,0.358,0.316,90.6,13.7,19.9,7.3,2.6,39.1
"Reyes, Franmil",614177,2020,9,0.245,0.442,0.342,0.328,0.197,0.444,0.368,92.4,11.2,31.3,12.9,4.8,44.9
"Swanson, Dansby",621020,2020,10,0.267,0.474,0.354,0.341,0.206,0.45,0.384,89.1,14.7,40.7,11.4,4.8,40.7
"Taylor, Chris",621035,2020,8,0.272,0.488,0.371,0.368,0.216,0.458,0.388,88,9.1,35.1,11.5,8.4,45
"Correa, Carlos",621043,2020,5,0.254,0.402,0.315,0.319,0.148,0.373,0.338,88.8,11.3,26.1,5.9,6.5,42.1
"Olson, Matt",621566,2020,14,0.224,0.453,0.34,0.336,0.23,0.45,0.356,92.3,19.6,30.1,12.8,8.3,45.9
"Reyes, Victor",622682,2020,4,0.287,0.43,0.329,0.324,0.143,0.398,0.37,90,10.7,39.5,3.8,6.4,41.4
"Alonso, Pete",624413,2020,16,0.225,0.463,0.334,0.323,0.238,0.407,0.319,90.2,15.5,30.4,12.8,4.7,41.2
"Biggio, Cavan",624415,2020,8,0.214,0.343,0.315,0.345,0.129,0.328,0.296,87.4,16.7,31.4,5,8.8,30.8
"Conforto, Michael",624424,2020,9,0.281,0.478,0.374,0.377,0.197,0.451,0.392,88.4,11,38.6,11,6.2,36.6
"Frazier, Adam",624428,2020,7,0.251,0.378,0.309,0.317,0.127,0.325,0.302,85.5,12.3,34.9,4,2.9,25.1
"Cronenworth, Jake",630105,2020,4,0.317,0.535,0.393,0.383,0.218,0.435,0.382,89.8,10.6,37.8,10.5,5.6,42.7
"Anderson, Tim",641313,2020,10,0.286,0.501,0.352,0.324,0.215,0.437,0.375,87.2,6.7,33.3,10.1,4.4,35.8
"Bellinger, Cody",641355,2020,12,0.284,0.494,0.374,0.373,0.21,0.413,0.355,89.3,16.6,29.2,9.4,7,41.5
"Crawford, J.P.",641487,2020,2,0.257,0.36,0.318,0.343,0.103,0.333,0.32,85.8,11.5,34.1,1.8,6.6,31.1
"Dozier, Hunter",641531,2020,6,0.235,0.385,0.331,0.351,0.15,0.381,0.338,86.4,17,26.4,8.2,2.7,30.9
"Lewis, Kyle",641786,2020,11,0.239,0.433,0.344,0.347,0.194,0.436,0.365,88.3,11.1,37.2,11.7,7.3,35
"McMahon, Ryan",641857,2020,9,0.203,0.389,0.296,0.286,0.186,0.405,0.33,90.1,9.2,27.1,11.2,4.7,43
"Smith, Dominic",642086,2020,10,0.303,0.566,0.392,0.365,0.264,0.48,0.398,89.8,10.8,43,13.3,5.9,46.7
"Adames, Willy",642715,2020,8,0.229,0.394,0.307,0.305,0.165,0.441,0.383,88.8,12.5,36.9,9.9,9,40.5
"Kiner-Falefa, Isiah",643396,2020,3,0.26,0.34,0.294,0.312,0.08,0.31,0.306,87.2,0.8,22.2,2.2,2.8,31.1
"McNeil, Jeff",643446,2020,4,0.277,0.407,0.337,0.355,0.13,0.339,0.316,86.6,11.5,37,2.5,6.8,26.5
"Robles, Victor",645302,2020,3,0.205,0.28,0.262,0.284,0.075,0.312,0.302,82.2,19,37.3,1.7,5.1,22.9
"Devers, Rafael",646240,2020,11,0.256,0.46,0.328,0.304,0.204,0.425,0.36,93,10.6,33.3,12.1,5.5,43.6
"Jimenez, Eloy",650391,2020,14,0.278,0.54,0.364,0.317,0.262,0.469,0.378,92.4,5.7,32.9,16.5,7,55.7
"Schwarber, Kyle",656941,2020,11,0.224,0.441,0.34,0.34,0.218,0.429,0.345,92.8,8.8,28.8,11.2,8.8,47.2
"Verdugo, Alex",657077,2020,6,0.238,0.369,0.299,0.305,0.132,0.338,0.308,87,5.9,31.2,6.4,5.1,34.4
"White, Evan",657108,2020,8,0.19,0.387,0.292,0.269,0.197,0.461,0.357,91.7,13.7,27.3,14.1,8.1,52.5
"Laureano, Ramon",657656,2020,6,0.23,0.403,0.338,0.353,0.173,0.387,0.331,87.7,12.3,34.4,9.4,4.7,34.4
"Moncada, Yoan",660162,2020,6,0.207,0.336,0.29,0.306,0.129,0.359,0.321,87.8,13.9,33.8,6.2,4.6,33.1
"Acuna Jr., Ronald",660670,2020,14,0.254,0.591,0.42,0.409,0.337,0.559,0.406,92.4,18.6,34,16,18,57
"Riley, Austin",663586,2020,8,0.265,0.474,0.342,0.325,0.208,0.421,0.358,91,13.6,30.7,10,5,42.9
"Tucker, Kyle",663656,2020,9,0.261,0.449,0.327,0.318,0.188,0.383,0.333,91.1,14.9,34.1,9.1,6.7,44.5
"Grisham, Trent",663757,2020,10,0.266,0.482,0.368,0.366,0.216,0.449,0.378,88.3,13.5,37.9,11.1,3.9,41.8
"Happ, Ian",664023,2020,12,0.261,0.469,0.362,0.365,0.208,0.455,0.385,91.1,9,37.5,10.3,5.1,48.5
"Lowe, Brandon",664040,2020,14,0.261,0.55,0.384,0.356,0.289,0.479,0.371,89.8,18.1,37.2,17.5,5.1,43.1
"Fletcher, David",664058,2020,3,0.292,0.351,0.316,0.352,0.059,0.317,0.329,84.7,4.1,30.8,0.5,1.1,17.8
"Tatis Jr., Fernando",665487,2020,17,0.297,0.614,0.422,0.386,0.317,0.526,0.409,95.9,8.7,32.3,19.5,7.9,62.2
"Guerrero Jr., Vladimir",665489,2020,9,0.261,0.439,0.333,0.329,0.177,0.36,0.316,92.5,4.6,29.5,8.7,6,50.8
"Soto, Juan",665742,2020,13,0.332,0.696,0.475,0.475,0.363,0.527,0.406,92.1,4.3,33.3,18.3,6.3,51.6
"Gurriel Jr., Lourdes",666971,2020,11,0.281,0.486,0.347,0.325,0.205,0.42,0.363,90.8,10.5,39.5,11.7,3.1,49.4
"Reynolds, Bryan",668804,2020,7,0.228,0.403,0.314,0.31,0.175,0.387,0.33,87.5,10.2,35.2,10.2,3.9,38.3
"Edman, Tommy",669242,2020,5,0.266,0.367,0.315,0.334,0.102,0.359,0.347,86.5,8.2,31,3.8,4.4,33.5
"Solak, Nick",669256,2020,2,0.264,0.388,0.318,0.326,0.124,0.351,0.327,89.9,9.4,27.5,4.7,7,40.4
"Hiura, Keston",669374,2020,13,0.21,0.435,0.318,0.299,0.225,0.447,0.348,87.4,14.3,34.3,14.2,4.5,39.6
"Lopez, Nicky",670032,2020,1,0.238,0.308,0.287,0.319,0.07,0.315,0.314,84.9,1.4,30.5,1.5,3.1,26.7
"Robert Jr., Luis",673357,2020,11,0.221,0.462,0.326,0.296,0.241,0.449,0.348,87.9,16.7,36.6,13,9.2,40.5
"Cabrera, Miguel",408234,2021,15,0.234,0.42,0.315,0.301,0.186,0.372,0.312,91.4,10,32.8,8.3,8.5,49
"Cruz Jr., Nelson",443558,2021,32,0.264,0.512,0.363,0.341,0.248,0.439,0.353,92.9,11.8,31.8,13.6,8.1,52.5
"Peralta, David",444482,2021,8,0.243,0.345,0.293,0.313,0.103,0.315,0.3,89.3,5.3,27.2,5,4.5,41.8
"Blackmon, Charlie",453568,2021,13,0.291,0.45,0.359,0.369,0.16,0.385,0.352,87.6,10.2,32.6,7,3.5,38.5
"McCutchen, Andrew",457705,2021,27,0.24,0.431,0.344,0.352,0.191,0.39,0.328,88.8,14.6,33.6,9,8.4,39.5
"Turner, Justin",457759,2021,27,0.27,0.47,0.359,0.358,0.199,0.383,0.331,90.9,19.2,36.5,7.9,8.6,42.4
"Votto, Joey",458015,2021,36,0.274,0.592,0.406,0.383,0.318,0.498,0.378,92.9,18.2,44.3,17.2,9.2,53.2
"Andrus, Elvis",462101,2021,3,0.273,0.375,0.308,0.324,0.102,0.335,0.327,87.8,8.1,34,2.1,5.9,34.8
"Santana, Carlos",467793,2021,19,0.244,0.421,0.335,0.345,0.177,0.342,0.296,89.9,12.9,28,6.8,7.1,41.9
"Lowrie, Jed",476704,2021,14,0.259,0.464,0.343,0.332,0.206,0.399,0.337,90.7,16.4,36.5,9.3,9.6,45.9
"Brantley Jr., Michael",488726,2021,8,0.312,0.466,0.361,0.365,0.154,0.378,0.353,89.5,9.9,38.8,5.8,6.2,42.9
"Gurriel, Yuli",493329,2021,15,0.271,0.386,0.326,0.347,0.115,0.325,0.309,89.8,13.4,31,3.4,5.5,42
"Rojas, Miguel",500743,2021,9,0.249,0.345,0.292,0.308,0.096,0.303,0.293,86.2,11.5,32.4,2.8,4.7,32.9
"Escobar, Eduardo",500871,2021,28,0.249,0.453,0.328,0.31,0.205,0.382,0.321,87,20.8,38,8.9,6.1,34.5
"Pham, Tommy",502054,2021,15,0.253,0.438,0.35,0.362,0.185,0.4,0.345,90.8,7.6,35.6,10,8.8,47.6
"Martinez, J.D.",502110,2021,28,0.288,0.533,0.374,0.352,0.245,0.467,0.388,92.1,16.9,41.2,12.5,10.8,49.4
"Goldschmidt, Paul",502671,2021,31,0.293,0.575,0.397,0.366,0.282,0.468,0.376,92.6,17.1,36.9,13.6,8.3,50.6
"Altuve, Jose",514888,2021,31,0.262,0.421,0.332,0.339,0.159,0.344,0.309,87.7,15.6,32.1,6.4,6.2,35
"Hernandez, Cesar",514917,2021,21,0.243,0.386,0.311,0.319,0.144,0.353,0.318,87.4,10.7,32.6,6.8,5,33.2
"Segura, Jean",516416,2021,14,0.266,0.396,0.319,0.328,0.13,0.337,0.313,87.2,5.8,31.1,5.9,5.4,37.4
"Marte, Starling",516782,2021,12,0.277,0.438,0.347,0.354,0.161,0.389,0.35,87.6,4.6,32.6,8.4,4.3,39.6
"Donaldson, Josh",518626,2021,26,0.269,0.542,0.388,0.372,0.273,0.447,0.353,94.1,14.6,30.2,17.4,4.8,52.7
"Freeman, Freddie",518692,2021,31,0.32,0.583,0.416,0.41,0.263,0.463,0.388,91.4,12,37.2,11.5,7.1,46.1
"LeMahieu, DJ",518934,2021,10,0.283,0.397,0.34,0.366,0.114,0.35,0.337,90.6,5,33.3,3.7,6.9,43.5
"Rizzo, Anthony",519203,2021,22,0.261,0.434,0.347,0.356,0.173,0.357,0.314,90.1,14.8,31.4,7.7,5.6,41.1
"Stanton, Giancarlo",519317,2021,35,0.262,0.498,0.363,0.346,0.237,0.463,0.378,95.1,10.3,32.6,15.7,11,56.3
"Perez, Salvador",521692,2021,48,0.273,0.562,0.371,0.318,0.289,0.483,0.376,93,15.9,34.1,16.3,8.6,56.2
"Garcia, Avisail",541645,2021,29,0.278,0.514,0.366,0.346,0.236,0.452,0.374,90.4,9.3,35.9,12.2,7,46.4
"Villar, Jonathan",542340,2021,18,0.235,0.388,0.307,0.31,0.153,0.377,0.332,88,7,29.9,7.4,5.6,34.9
"Aguilar, Jesus",542583,2021,22,0.26,0.453,0.334,0.329,0.193,0.375,0.323,89.6,19,34.7,8.5,5.5,41
"Crawford, Brandon",543063,2021,24,0.259,0.492,0.356,0.341,0.233,0.405,0.33,88.8,14.7,35.8,11.5,8.4,43.3
"Cron, C.J.",543068,2021,28,0.261,0.481,0.364,0.36,0.22,0.418,0.346,88.8,15.8,31.9,11.5,5,42
"Grossman, Robbie",543257,2021,23,0.234,0.399,0.334,0.355,0.165,0.371,0.322,87.8,21.1,39.5,7.6,8.3,34.1
"Harrison, Josh",543281,2021,8,0.278,0.42,0.333,0.34,0.142,0.349,0.324,87.2,14.5,39.5,4.4,7.4,32.6
"Hosmer, Eric",543333,2021,12,0.268,0.406,0.326,0.337,0.137,0.359,0.332,90.5,3.3,26.6,5.8,6.1,47
"Semien, Marcus",543760,2021,45,0.249,0.459,0.336,0.32,0.211,0.385,0.32,89.7,20.3,35.2,9.8,8.3,41.3
"Grichuk, Randal",545341,2021,22,0.234,0.402,0.297,0.278,0.167,0.352,0.303,89.8,16.1,30.4,8.5,6.2,41.1
"Harper, Bryce",547180,2021,35,0.301,0.609,0.43,0.423,0.308,0.523,0.413,92.5,13.3,38.9,18.1,8.3,49.7
"Abreu, Jose",547989,2021,30,0.252,0.457,0.349,0.347,0.205,0.4,0.336,92,10.4,31.2,10.2,9.2,49.3
"Suarez, Eugenio",553993,2021,31,0.215,0.455,0.326,0.302,0.24,0.42,0.323,89.1,18.3,33,15,3.8,39.8
"Schoop, Jonathan",570731,2021,22,0.258,0.404,0.311,0.305,0.147,0.361,0.327,88.1,10.8,30.1,6.8,4.4,40.2
"Arenado, Nolan",571448,2021,34,0.248,0.42,0.311,0.308,0.172,0.336,0.294,89,20,34.1,6.7,6.9,37.5
"Farmer, Kyle",571657,2021,16,0.252,0.383,0.302,0.306,0.132,0.336,0.311,87.2,15.8,36,4.3,5.9,31.9
"Haniger, Mitch",571745,2021,39,0.262,0.497,0.353,0.329,0.235,0.438,0.358,89.3,14.8,33.6,12.6,6.5,45.1
"Hernandez, Enrique",571771,2021,20,0.253,0.454,0.346,0.342,0.201,0.38,0.321,90.8,17.9,36.5,8.4,9.1,43.2
"Muncy, Max",571970,2021,36,0.271,0.58,0.407,0.387,0.309,0.468,0.357,91.2,15.2,34.9,16.1,8.2,46.6
"Seager, Kyle",572122,2021,35,0.221,0.452,0.319,0.294,0.231,0.383,0.301,89,19.5,35.7,12.3,7.8,40.1
"Taylor, Michael A.",572191,2021,12,0.246,0.39,0.3,0.299,0.144,0.382,0.346,89.4,12.1,30.6,6.6,4.6,40.2
"Yastrzemski, Mike",573262,2021,25,0.221,0.431,0.318,0.309,0.21,0.378,0.306,89.5,19.4,33.1,10.3,7.6,39.3
"Iglesias, Jose",578428,2021,9,0.27,0.366,0.297,0.308,0.096,0.326,0.319,85.4,11.5,35.5,3.4,2.9,28.6
"Bryant, Kris",592178,2021,25,0.26,0.449,0.346,0.349,0.189,0.407,0.352,88.2,15.1,37.1,10.3,6.1,40
"Canha, Mark",592192,2021,17,0.231,0.378,0.332,0.358,0.147,0.343,0.305,87.3,13.5,36.1,7.1,5.9,35.4
"Castellanos, Nick",592206,2021,34,0.293,0.535,0.374,0.35,0.241,0.45,0.377,89.8,14,44,10.6,11.5,46.9
"Judge, Aaron",592450,2021,39,0.308,0.594,0.418,0.394,0.286,0.532,0.431,95.8,11.6,38.5,17.6,9.1,58.4
"Machado, Manny",592518,2021,28,0.291,0.526,0.376,0.363,0.235,0.421,0.354,93.1,14,33.8,13.3,7,52.2
"Realmuto, J.T.",592663,2021,17,0.253,0.416,0.329,0.335,0.164,0.393,0.347,89.6,11.5,31.2,8.6,6,44.7
"Renfroe, Hunter",592669,2021,31,0.26,0.506,0.354,0.32,0.245,0.433,0.348,90.1,15.6,32.7,14.4,6.3,44.3
"Merrifield, Whit",593160,2021,10,0.263,0.383,0.301,0.306,0.12,0.325,0.308,86.9,14.1,40,3.5,7.2,28.8
"Bogaerts, Xander",593428,2021,23,0.28,0.468,0.359,0.359,0.189,0.404,0.354,89.6,12.5,36.4,9.7,5.9,43
"Polanco, Jorge",593871,2021,33,0.267,0.488,0.348,0.323,0.22,0.398,0.333,89.4,19.3,36.1,10.1,5.9,37.4
"Sano, Miguel",593934,2021,30,0.216,0.439,0.322,0.306,0.223,0.451,0.353,93.4,17.6,32.3,17.7,5.2,55.9
"Duvall, Adam",594807,2021,38,0.227,0.499,0.33,0.281,0.271,0.457,0.343,89.8,23.6,33.3,16.1,5,43.9
"Baez, Javier",595879,2021,31,0.241,0.455,0.325,0.299,0.214,0.466,0.381,90.1,10.6,32.7,13.4,7.2,45.2
"Lindor, Francisco",596019,2021,20,0.254,0.45,0.344,0.345,0.197,0.378,0.322,90.7,14.4,35.6,8.2,7.7,44.1
"Story, Trevor",596115,2021,24,0.245,0.45,0.335,0.326,0.205,0.397,0.331,90.6,17.5,34.2,9.9,6.6,42.6
"Candelario, Jeimer",600869,2021,16,0.278,0.462,0.356,0.358,0.184,0.416,0.367,88.7,12.6,38.6,9,6.6,39.1
"Bell, Josh",605137,2021,27,0.277,0.488,0.367,0.363,0.21,0.406,0.348,92.5,4.9,28.5,8.8,6.8,52
"Betts, Mookie",605141,2021,23,0.263,0.445,0.357,0.369,0.182,0.369,0.322,90.3,18.9,34,7.8,7.5,41
"Tapia, Raimel",606132,2021,6,0.25,0.318,0.281,0.307,0.068,0.29,0.29,85.7,-4.4,19.9,2.1,1.4,31.5
"Hernandez, Teoscar",606192,2021,32,0.284,0.536,0.37,0.336,0.252,0.472,0.388,91.8,13.1,37.4,13.9,7.7,49
"Turner, Trea",607208,2021,28,0.304,0.485,0.364,0.355,0.181,0.416,0.373,89.6,11.4,34.6,7.4,5.3,46.2
"Ramirez, Jose",608070,2021,36,0.283,0.508,0.376,0.373,0.226,0.399,0.336,90,18.2,33.4,11.1,4.9,42.4
"Gallo, Joey",608336,2021,38,0.202,0.464,0.354,0.354,0.261,0.486,0.354,91.5,22.7,29.4,18.5,3.8,45.8
"Swanson, Dansby",621020,2021,27,0.251,0.455,0.332,0.316,0.205,0.417,0.348,89.3,14.1,36.8,11.4,6.1,42.7
"Newman, Kevin",621028,2021,5,0.255,0.33,0.275,0.293,0.076,0.277,0.276,85.3,9.9,32,1.6,3.5,26
"Taylor, Chris",621035,2021,20,0.237,0.422,0.329,0.33,0.185,0.415,0.351,88.2,17.4,38.1,10.2,6.4,38.1
"Correa, Carlos",621043,2021,26,0.296,0.482,0.373,0.38,0.186,0.415,0.369,90.2,12.1,33.5,9.4,7.4,42.7
"Olson, Matt",621566,2021,39,0.264,0.507,0.378,0.374,0.243,0.413,0.333,91.6,16.2,32.4,12.7,7.8,48.8
"Alonso, Pete",624413,2021,37,0.271,0.542,0.377,0.352,0.271,0.438,0.348,91,14.7,34.5,14.8,8.2,47.3
"Frazier, Adam",624428,2021,5,0.288,0.376,0.324,0.353,0.088,0.327,0.327,85.4,12.6,38.9,1,4.7,25.2
"Soler, Jorge",624585,2021,27,0.25,0.494,0.359,0.341,0.244,0.429,0.342,91.2,15.7,30.9,12.7,7.4,47
"Cronenworth, Jake",630105,2021,21,0.276,0.443,0.344,0.351,0.166,0.365,0.329,88.6,12.5,35.8,7.2,3.9,35
"Meadows, Austin",640457,2021,27,0.24,0.425,0.326,0.325,0.184,0.369,0.314,89.3,21.7,36.1,8.7,7.9,37.9
"Anderson, Tim",641313,2021,17,0.278,0.442,0.324,0.308,0.164,0.399,0.36,89.6,4.3,32.5,7.8,5.9,42.3
"Crawford, J.P.",641487,2021,9,0.257,0.339,0.298,0.325,0.082,0.316,0.314,86.3,9.8,34.3,2.4,3.7,30.6
"Dozier, Hunter",641531,2021,16,0.224,0.388,0.299,0.295,0.163,0.377,0.326,89.9,15.8,33,8.8,9.1,42.2
"Mancini III, Trey",641820,2021,21,0.266,0.452,0.341,0.337,0.186,0.412,0.359,88.9,9.7,36,10.4,8,42
"McMahon, Ryan",641857,2021,23,0.244,0.426,0.325,0.323,0.182,0.391,0.336,90.5,14.3,40.2,7.3,9.8,43.5
"O'Neill, Tyler",641933,2021,34,0.279,0.582,0.392,0.347,0.303,0.55,0.426,93,17.8,39.9,17.9,7.2,52.2
"Rosario, Amed",642708,2021,11,0.267,0.368,0.3,0.31,0.101,0.352,0.343,88.8,5.5,32,2.8,4.6,43.5
"Adames, Willy",642715,2021,25,0.236,0.438,0.325,0.314,0.202,0.413,0.343,89.5,16.8,35.1,11.4,7.6,44.7
"Benintendi, Andrew",643217,2021,17,0.261,0.456,0.331,0.313,0.194,0.377,0.324,89.6,15.4,38.5,8.9,6.7,43.2
"Kiner-Falefa, Isiah",643396,2021,8,0.267,0.349,0.292,0.309,0.082,0.312,0.311,85.5,5.4,31.6,1.8,3.5,28.8
"Albies, Ozzie",645277,2021,30,0.257,0.461,0.329,0.309,0.204,0.378,0.319,89.6,21.1,37,9.3,7.3,37.2
"Devers, Rafael",646240,2021,38,0.291,0.567,0.394,0.366,0.276,0.477,0.385,92.9,13.1,35.2,15,7.3,51.8
"Urias, Luis",649966,2021,23,0.241,0.427,0.333,0.338,0.186,0.368,0.314,87.9,14.2,34.9,9.3,7.4,40.5
"Torres, Gleyber",650402,2021,9,0.265,0.423,0.331,0.336,0.159,0.377,0.339,87.1,14.2,37.1,7.8,5.8,35.7
"Diaz, Yandy",650490,2021,13,0.254,0.399,0.332,0.353,0.145,0.342,0.31,89.9,6.6,28.9,7,5.2,40.6
"Chapman, Matt",656305,2021,27,0.209,0.423,0.321,0.315,0.214,0.421,0.332,89.7,18.6,32.1,13.7,4.8,41.7
"Mullins II, Cedric",656775,2021,30,0.272,0.447,0.344,0.344,0.175,0.386,0.342,89.4,14.8,35.7,8.1,4.1,39.4
"Smith, Pavin",656976,2021,11,0.253,0.397,0.312,0.317,0.144,0.353,0.322,87.2,9,33.6,5.1,8.4,42.7
"Verdugo, Alex",657077,2021,13,0.284,0.441,0.34,0.348,0.156,0.373,0.342,90,7.7,34.7,7.1,5.3,43
"Moncada, Yoan",660162,2021,14,0.261,0.426,0.353,0.374,0.165,0.418,0.373,90.1,11.3,40,8.2,6.3,41.2
"Ohtani, Shohei",660271,2021,46,0.266,0.612,0.408,0.382,0.346,0.566,0.412,93.6,16.6,35.4,22.3,6.6,53.6
"Riley, Austin",663586,2021,33,0.281,0.511,0.366,0.348,0.231,0.461,0.387,90.1,14.2,36.5,13.3,8.6,45.6
"Mountcastle, Ryan",663624,2021,33,0.245,0.457,0.326,0.303,0.212,0.422,0.348,89.1,16.3,38.9,11.8,6.1,39.7
"Tucker, Kyle",663656,2021,30,0.303,0.576,0.396,0.369,0.272,0.447,0.367,91.4,17.6,42,11.6,11.6,47.5
"India, Jonathan",663697,2021,21,0.254,0.436,0.352,0.364,0.182,0.395,0.343,87.6,13.1,33.6,9.6,5.1,38.6
"Grisham, Trent",663757,2021,15,0.241,0.368,0.309,0.328,0.127,0.351,0.324,88.8,12.3,31,5.2,6,36.8
"Lowe, Nathaniel",663993,2021,18,0.236,0.401,0.323,0.333,0.165,0.381,0.331,90.8,5,31.4,9.5,4.5,45.5
"Happ, Ian",664023,2021,25,0.22,0.396,0.317,0.32,0.176,0.396,0.334,89.5,9.9,30.8,10.9,5.1,41.3
"France, Ty",664034,2021,18,0.27,0.435,0.346,0.353,0.165,0.37,0.332,88.5,11,35.9,6.8,5.3,38.9
"Lowe, Brandon",664040,2021,39,0.249,0.499,0.36,0.343,0.25,0.456,0.362,89.3,16.9,37.2,14,6.7,43.1
"Fletcher, David",664058,2021,2,0.272,0.32,0.28,0.307,0.048,0.288,0.301,82.3,8.2,30.4,0,1,15.7
"Straw, Myles",664702,2021,4,0.256,0.333,0.303,0.336,0.077,0.324,0.325,87.1,11.9,42.6,1.3,2.9,26.2
"Walsh, Jared",665120,2021,29,0.256,0.434,0.326,0.322,0.178,0.412,0.358,89.6,7.6,33.6,11.3,5,41.3
"Tatis Jr., Fernando",665487,2021,42,0.279,0.615,0.407,0.363,0.336,0.546,0.407,93.9,13.8,33.1,21.3,7.3,55.6
"Guerrero Jr., Vladimir",665489,2021,48,0.307,0.59,0.417,0.399,0.284,0.462,0.375,95.1,9.4,33.7,15.1,8.9,55.2
"Soto, Juan",665742,2021,29,0.305,0.545,0.429,0.463,0.241,0.447,0.376,93,5.8,29.7,13.3,5.3,52.7
"Chisholm Jr., Jazz",665862,2021,18,0.238,0.409,0.307,0.295,0.171,0.399,0.345,90.2,9,29,9,6.5,42
"Bichette, Bo",666182,2021,29,0.291,0.489,0.355,0.337,0.198,0.42,0.368,91.4,7.3,33.5,9.9,4.3,47.5
"Carlson, Dylan",666185,2021,18,0.247,0.407,0.322,0.328,0.159,0.383,0.339,88.2,15.1,40.6,7,7,31.1
"Garcia, Adolis",666969,2021,31,0.22,0.422,0.299,0.267,0.202,0.41,0.331,91,14.7,29.4,11.5,6.1,45.5
"Gurriel Jr., Lourdes",666971,2021,21,0.272,0.462,0.339,0.319,0.19,0.396,0.342,89.7,10.5,35.8,9.6,7.2,43
"Arozarena, Randy",668227,2021,20,0.222,0.369,0.304,0.313,0.147,0.375,0.328,89.9,7.6,29.7,8.2,5.8,42.3
"Reynolds, Bryan",668804,2021,24,0.294,0.523,0.386,0.384,0.229,0.438,0.372,89.4,13.4,39.9,10.4,6.8,40.8
"Rojas, Josh",668942,2021,11,0.232,0.352,0.295,0.313,0.12,0.347,0.322,88.2,8.4,40.7,4.8,4.6,31.1
"Edman, Tommy",669242,2021,11,0.274,0.401,0.316,0.32,0.127,0.341,0.321,87.5,9.5,31.5,4.2,5.8,35.1
"Solak, Nick",669256,2021,11,0.238,0.361,0.299,0.31,0.124,0.335,0.309,86.9,7,29.3,6.5,4.2,33.5
"Hays, Austin",669720,2021,22,0.245,0.432,0.316,0.298,0.187,0.368,0.314,88.8,12.5,32.2,9.1,5.2,39.2
"Lopez, Nicky",670032,2021,2,0.239,0.305,0.283,0.313,0.065,0.281,0.282,86.8,2.8,27.6,0.7,3.9,26.9
"Alvarez, Yordan",670541,2021,33,0.279,0.57,0.389,0.351,0.29,0.49,0.384,93.2,14.1,37.2,15.9,7.6,54.2
"Cruz Jr., Nelson",443558,2022,10,0.241,0.399,0.32,0.323,0.157,0.377,0.331,90.9,7.2,28,9.3,4.5,46.1
"Blackmon, Charlie",453568,2022,16,0.256,0.376,0.301,0.308,0.12,0.345,0.322,86.2,12.4,36.7,4.4,4,30.6
"McCutchen, Andrew",457705,2022,17,0.252,0.406,0.325,0.329,0.155,0.371,0.329,89.1,13.2,36.2,8.6,5.8,40
"Turner, Justin",457759,2022,13,0.267,0.427,0.339,0.343,0.16,0.367,0.327,89.5,18.4,40.6,8,6.2,40.6
"Andrus, Elvis",462101,2022,17,0.245,0.36,0.293,0.3,0.114,0.316,0.296,87.9,11.9,29.1,4.5,3.6,34.8
"Santana, Carlos",467793,2022,19,0.253,0.438,0.352,0.361,0.185,0.372,0.318,90.7,15.4,31.6,9.3,7.2,44.9
